"","Time","Sl_No.","UPI_Remitter_Bank","Total_Volume","Approved.","BD.","TD.","Total.Debit.Reversal.Count","Debit.Reversal.Success"
"261","""Jan 22""",11,"Bank Of India",171.56,159.585112,9.229928,2.74496,1.82,0.91728
"262","""Jan 22""",12,"Indian Bank",115.76,102.308688,7.281304,6.170008,4.23,1.709766
"263","""Jan 22""",13,"Central Bank Of India",95.53,86.101189,6.658441,2.77037,2.34,1.481688
"264","""Jan 22""",14,"Idbi Bank Limited",66.58,62.964706,3.122602,0.49935,0.57,0.365541
"265","""Jan 22""",15,"Federal Bank",62.84,58.485188,3.387076,0.97402,0.55,0.39149
"266","""Jan 22""",16,"Airtel Payments Bank",62.35,53.67088,7.41965,1.23453,0.59,0.430405
"267","""Jan 22""",17,"Bank Of Maharashtra",59.9,56.29402,3.21064,0.39534,0.33,0.276804
"268","""Jan 22""",18,"Indian Overseas Bank",56.35,52.771775,3.397905,0.18032,0.36,0.308916
"269","""Jan 22""",19,"Yes Bank Ltd",49.25,46.260525,2.9156,0.073875,0.11,0.105303
"270","""Jan 22""",20,"Uco Bank",48.84,44.581152,3.648348,0.6105,0.56,0.296072
"271","""Jan 22""",21,"India Post Payment Bank",46.7,35.50601,8.1725,2.99814,2.33,0.366509
"272","""Jan 22""",22,"Karnataka Bank",43.45,38.51408,3.87574,1.06018,0.5,0.1613
"273","""Jan 22""",23,"Indusind Bank",39.77,36.055482,3.507714,0.206804,0.27,0.250992
"274","""Jan 22""",24,"Idfc First Bank",27.57,25.554633,1.673499,0.341868,0.36,0.118584
"275","""Jan 22""",25,"Karur Vysya Bank",27.44,24.934728,2.25008,0.255192,0.25,0.1674
"276","""Jan 22""",26,"Fino Payments Bank",23.19,18.294591,4.31334,0.565836,0.21,0.207984
"277","""Jan 22""",27,"Bandhan Bank",19.49,17.098577,2.12441,0.249472,0.17,0.024854
"278","""Jan 22""",28,"South Indian Bank",19.31,17.879129,1.384527,0.046344,0.08,0.076568
"279","""Jan 22""",29,"Dbs Bank India Limited",17.27,16.050738,0.996479,0.222783,0.14,0.074844
"280","""Jan 22""",30,"City Union Bank",14.54,12.963864,0.943646,0.63249,0.32,0.211808
"281","""Jan 22""",31,"Citibank",14.16,13.406688,0.649944,0.101952,0.07,0.06965
"282","""Jan 22""",32,"Equitas Small Finance Bank",13.53,11.29755,2.12421,0.105534,0.1,0.08294
"283","""Jan 22""",33,"Andhra Pradesh Grameena Vikas Bank",12.37,8.378201,2.20186,1.76891,0.59,0.033866
"284","""Jan 22""",34,"Standard Chartered",12.23,11.564688,0.420712,0.2446,0.11,0.055649
"285","""Jan 22""",35,"Ujjivan Small Finance Bank",11.96,10.718552,0.934076,0.307372,0.22,0.081268
"286","""Jan 22""",36,"Tamilnad Mercantile Bank",10.67,9.638211,0.934692,0.097097,0.11,0.042834
"287","""Jan 22""",37,"Maharashtra Gramin Bank",10.52,8.640076,1.59904,0.275624,0.19,0.029887
"288","""Jan 22""",38,"Au Small Finance Bank",10.33,9.584174,0.656988,0.088838,0.11,3.3e-05
"289","""Jan 22""",39,"Saraswat Bank",10.21,9.667849,0.499269,0.043903,0.06,0.044442
"290","""Jan 22""",40,"Pragathi Krishna Gramin Bank",10.21,8.931708,1.16394,0.113331,0.08,0.051272
"291","""Jan 22""",41,"Jammu And Kashmir Bank",9.8,8.7367,0.92218,0.14014,0.07,0.055363
"292","""Jan 22""",42,"Punjab And Sind Bank",9.6,8.5008,1.056,0.03552,0.07,0.06293
"293","""Jan 22""",43,"Andhra Pragathi Grameena Bank",8.63,5.327299,2.86516,0.434952,0.26,0.01495
"294","""Jan 22""",44,"Rajasthan Marudhara Gramin Bank",7.57,5.724434,1.06737,0.76457,0.32,0.023584
"295","""Jan 22""",45,"Kerala Gramin Bank",7.18,6.255934,0.86878,0.052414,0.04,0.034912
"296","""Jan 22""",46,"Esaf Small Finance Bank Ltd.",6.81,5.74083,0.80358,0.259461,0.05,0.0379
"297","""Jan 22""",47,"Rbl Bank",6.05,5.56479,0.476135,0.009075,0.03,0.027774
"298","""Jan 22""",48,"Baroda Rajasthan Kshetriya Gramin Bank",5.75,5.047925,0.5428,0.159275,0.09,0.030483
"299","""Jan 22""",49,"Sarva Haryana Gramin Bank",5.65,5.007595,0.462735,0.180235,0.09,0.071226
"300","""Jan 22""",50,"Telangana Grameena Bank",5.26,4.14751,0.79952,0.313496,0.16,0.0124
"301","""Feb 22""",1,"State Bank Of India",1242.45,1126.40517,84.362355,31.682475,11.28,8.497224
"302","""Feb 22""",2,"Hdfc Bank Ltd",400.52,378.972024,20.82704,0.760988,2.37,2.282784
"303","""Feb 22""",3,"Bank Of Baroda",294.86,272.509612,20.315854,2.034534,1.83,1.773636
"304","""Feb 22""",4,"Union Bank Of India",280.49,253.983695,23.336768,3.197586,3.52,1.669184
"305","""Feb 22""",5,"Paytm Payments Bank",263.34,250.647012,12.50865,0.184338,1.06,1.003184
"306","""Feb 22""",6,"Icici Bank",259.62,245.133204,13.75986,0.726936,1.55,1.37423
"307","""Feb 22""",7,"Axis Bank Ltd",248.03,236.744635,10.367654,0.892908,1.68,1.127952
"308","""Feb 22""",8,"Punjab National Bank",207.63,192.535299,12.4578,2.636901,2.57,2.065766
"309","""Feb 22""",9,"Canara Bank",204.75,190.1718,13.7592,0.798525,1.31,1.136949
"310","""Feb 22""",10,"Kotak Mahindra Bank",187.06,173.77874,10.606302,2.693664,2.46,2.063694
"311","""Feb 22""",11,"Bank Of India",166.31,154.50199,8.631489,3.176521,2.21,1.013506
"312","""Feb 22""",12,"Indian Bank",114.49,99.732239,7.544891,7.21287,3.55,1.23185
"313","""Feb 22""",13,"Central Bank Of India",91.62,83.859786,6.303456,1.456758,1.58,1.20554
"314","""Feb 22""",14,"Federal Bank",65,61.1,3.562,0.338,0.41,0.354527
"315","""Feb 22""",15,"Idbi Bank Limited",64.77,61.719333,2.869311,0.187833,0.43,0.389881
"316","""Feb 22""",16,"Airtel Payments Bank",61.39,52.869068,7.55097,0.933128,0.64,0.46176
"317","""Feb 22""",17,"Bank Of Maharashtra",58.24,54.7456,2.99936,0.500864,0.34,0.272238
"318","""Feb 22""",18,"Indian Overseas Bank",56.56,52.493336,3.359664,0.707,0.82,0.590646
"319","""Feb 22""",19,"Yes Bank Ltd",53.95,51.07986,2.724475,0.15106,0.11,0.07447
"320","""Feb 22""",20,"Uco Bank",48.24,44.786016,3.03912,0.414864,0.51,0.329409
"321","""Feb 22""",21,"India Post Payment Bank",46.47,37.519878,7.48167,1.463805,1.1,0.3102
"322","""Feb 22""",22,"Karnataka Bank",42.93,39.014784,3.327075,0.588141,0.39,0.177372
"323","""Feb 22""",23,"Indusind Bank",39.64,36.357808,3.060208,0.221984,0.33,0.293271
"324","""Feb 22""",24,"Karur Vysya Bank",27.14,24.667546,2.309614,0.16284,0.23,0.18032
"325","""Feb 22""",25,"Idfc First Bank",26.84,24.918256,1.698972,0.222772,0.23,0.129789
"326","""Feb 22""",26,"Fino Payments Bank",23.81,19.331339,3.76198,0.697633,0.24,0.22056
"327","""Feb 22""",27,"South Indian Bank",19.25,17.70615,1.5015,0.04235,0.09,0.087435
"328","""Feb 22""",28,"Bandhan Bank",19.15,17.09712,1.85372,0.197245,0.17,0.024123
"329","""Feb 22""",29,"Dbs Bank India Limited",16.64,15.603328,0.98176,0.054912,0.09,0.073458
"330","""Feb 22""",30,"City Union Bank",14.32,13.168672,0.942256,0.209072,0.18,0.16407
"331","""Feb 22""",31,"Equitas Small Finance Bank",13.88,11.621724,2.12364,0.133248,0.12,0.094716
"332","""Feb 22""",32,"Citibank",13.65,12.96204,0.66612,0.023205,0.04,0.03962
"333","""Feb 22""",33,"Standard Chartered",11.92,11.495648,0.365944,0.057216,0.07,0.056889
"334","""Feb 22""",34,"Ujjivan Small Finance Bank",11.81,10.48728,0.931809,0.390911,0.3,0.1032
"335","""Feb 22""",35,"Tamilnad Mercantile Bank",10.92,9.847656,0.974064,0.09828,0.14,0.060046
"336","""Feb 22""",36,"Andhra Pradesh Grameena Vikas Bank",10.71,8.451261,1.69218,0.566559,0.12,0.025836
"337","""Feb 22""",37,"Au Small Finance Bank",10.51,9.812136,0.670538,0.027326,0.08,1.6e-05
"338","""Feb 22""",38,"Pragathi Krishna Gramin Bank",10.41,8.930739,1.12428,0.352899,0.17,0.086071
"339","""Feb 22""",39,"Maharashtra Gramin Bank",10.27,7.946926,1.49942,0.8216,0.16,0.031904
"340","""Feb 22""",40,"Jammu And Kashmir Bank",10.04,8.661508,0.927696,0.450796,0.21,0.060396
"341","""Feb 22""",41,"Saraswat Bank",9.79,9.23197,0.399432,0.158598,0.14,0.079072
"342","""Feb 22""",42,"Punjab And Sind Bank",9.72,8.071488,1.25388,0.390744,0.14,0.070714
"343","""Feb 22""",43,"Andhra Pragathi Grameena Bank",7.44,5.145504,1.95672,0.33108,0.21,0.019908
"344","""Feb 22""",44,"Rajasthan Marudhara Gramin Bank",7.25,5.81305,1.0875,0.34365,0.18,0.023364
"345","""Feb 22""",45,"Kerala Gramin Bank",7.02,6.108804,0.83538,0.076518,0.06,0.046104
"346","""Feb 22""",46,"Esaf Small Finance Bank Ltd.",6.49,5.669664,0.68794,0.129151,0.05,0.04284
"347","""Feb 22""",47,"Rbl Bank",6.08,5.570496,0.476064,0.03344,0.04,0.035252
"348","""Feb 22""",48,"Baroda Rajasthan Kshetriya Gramin Bank",5.94,4.816746,0.503118,0.61776,0.28,0.035952
"349","""Feb 22""",49,"Sarva Haryana Gramin Bank",5.82,4.989486,0.6402,0.18624,0.1,0.07342
"350","""Feb 22""",50,"Karnataka Vikas Grameena Bank",5.15,4.22506,0.70555,0.216815,0.11,0.014608
"351","""Mar 22""",1,"State Bank Of India",1482.61,1363.704678,101.855307,17.050015,7.41,7.34331
"352","""Mar 22""",2,"Hdfc Bank Ltd",476.94,450.040584,25.659372,1.240044,2.91,2.49678
"353","""Mar 22""",3,"Bank Of Baroda",349.91,324.506534,24.14379,1.259676,1.97,1.960938
"354","""Mar 22""",4,"Union Bank Of India",325.96,295.678316,26.304972,3.976712,2.65,1.476315
"355","""Mar 22""",5,"Paytm Payments Bank",313.91,299.313185,14.502642,0.094173,0.92,0.905372
"356","""Mar 22""",6,"Icici Bank",306.56,288.748864,16.125056,1.68608,1.53,1.276938
"357","""Mar 22""",7,"Axis Bank Ltd",293.88,280.273356,13.195212,0.44082,1.31,1.084418
"358","""Mar 22""",8,"Punjab National Bank",248.39,230.679793,15.176629,2.533578,2.17,1.778315
"359","""Mar 22""",9,"Canara Bank",248.09,225.01763,19.177357,3.895013,2.88,1.776096
"360","""Mar 22""",10,"Kotak Mahindra Bank",224.76,208.622232,12.69894,3.438828,2.9,2.58709
"361","""Mar 22""",11,"Bank Of India",195.89,185.018105,9.892445,0.97945,1.35,0.929205
"362","""Mar 22""",12,"Indian Bank",131.47,117.652503,9.978573,3.838924,2.65,1.475785
"363","""Mar 22""",13,"Central Bank Of India",107.95,98.32086,7.200265,2.43967,2.12,1.41616
"364","""Mar 22""",14,"Federal Bank",79.55,74.944055,4.526395,0.07955,0.32,0.311904
"365","""Mar 22""",15,"Idbi Bank Limited",76.63,72.499643,3.37172,0.750974,0.54,0.418824
"366","""Mar 22""",16,"Airtel Payments Bank",75.44,65.157528,9.20368,1.033528,0.62,0.449128
"367","""Mar 22""",17,"Bank Of Maharashtra",68.87,64.799783,3.546805,0.516525,0.4,0.30212
"368","""Mar 22""",18,"Indian Overseas Bank",66.95,62.33045,3.80276,0.810095,0.53,0.405609
"369","""Mar 22""",19,"Yes Bank Ltd",61.53,57.579774,3.839472,0.110754,0.12,0
"370","""Mar 22""",20,"India Post Payment Bank",59.04,49.133088,9.62352,0.247968,0.37,0.305398
"371","""Mar 22""",21,"Uco Bank",57.85,53.042665,3.59827,1.209065,0.69,0.342654
"372","""Mar 22""",22,"Karnataka Bank",50.49,46.723446,3.33234,0.429165,0.38,0.180234
"373","""Mar 22""",23,"Indusind Bank",47,42.4504,3.8869,0.6627,0.61,0.480985
"374","""Mar 22""",24,"Idfc First Bank",32.19,29.585829,2.282271,0.3219,0.36,0.168048
"375","""Mar 22""",25,"Karur Vysya Bank",31.98,29.24571,2.488044,0.246246,0.25,0.1831
"376","""Mar 22""",26,"Fino Payments Bank",30.13,24.040727,4.5195,1.56676,0.34,0.26588
"377","""Mar 22""",27,"Bandhan Bank",23.4,19.76364,2.8314,0.7839,0.3,0.03333
"378","""Mar 22""",28,"South Indian Bank",22.87,21.150176,1.626057,0.09148,0.11,0.101464
"379","""Mar 22""",29,"Dbs Bank India Limited",19.26,17.811648,1.0593,0.389052,0.09,0.082512
"380","""Mar 22""",30,"City Union Bank",17.34,15.196776,1.734,0.397086,0.26,0.185796
"381","""Mar 22""",31,"Equitas Small Finance Bank",16.44,13.400244,2.41668,0.609924,0.14,0.093268
"382","""Mar 22""",32,"Citibank",16.1,15.06799,0.98532,0.04669,0.07,0.060529
"383","""Mar 22""",33,"Standard Chartered",14.26,13.785142,0.429226,0.045632,0.08,0.074352
"384","""Mar 22""",34,"Ujjivan Small Finance Bank",13.88,12.730736,1.018792,0.130472,0.15,0.071205
"385","""Mar 22""",35,"Andhra Pradesh Grameena Vikas Bank",13.18,10.066884,2.16152,0.941052,0.47,0.021573
"386","""Mar 22""",36,"Tamilnad Mercantile Bank",13.05,11.915955,1.053135,0.079605,0.1,0.04492
"387","""Mar 22""",37,"Au Small Finance Bank",12.76,11.931876,0.792396,0.035728,0.09,9e-06
"388","""Mar 22""",38,"Pragathi Krishna Gramin Bank",12.54,10.745526,1.40448,0.387486,0.15,0.081465
"389","""Mar 22""",39,"Jammu And Kashmir Bank",12.45,10.52772,1.2948,0.618765,0.23,0.079442
"390","""Mar 22""",40,"Punjab And Sind Bank",12.35,10.93963,1.34615,0.06422,0.1,0.07605
"391","""Mar 22""",41,"Maharashtra Gramin Bank",12.17,9.975749,2.09324,0.099794,0.1,0.02664
"392","""Mar 22""",42,"Saraswat Bank",11.41,10.925075,0.442708,0.042217,0.07,0.061999
"393","""Mar 22""",43,"Rajasthan Marudhara Gramin Bank",9.68,6.273608,1.77144,1.63592,0.45,0.02313
"394","""Mar 22""",44,"Andhra Pragathi Grameena Bank",8.97,6.024252,2.2425,0.695175,0.44,0.016984
"395","""Mar 22""",45,"Kerala Gramin Bank",8.23,7.221002,0.97937,0.023044,0.04,0.036572
"396","""Mar 22""",46,"Esaf Small Finance Bank Ltd.",7.87,6.821716,0.92866,0.116476,0.05,0.04287
"397","""Mar 22""",47,"Rbl Bank",7.14,6.171816,0.93534,0.029274,0.04,0.033584
"398","""Mar 22""",48,"Sarva Haryana Gramin Bank",7,6.097,0.5621,0.3409,0.11,0.041778
"399","""Mar 22""",49,"Baroda Rajasthan Kshetriya Gramin Bank",6.78,5.02398,0.75258,0.99666,0.27,0.028566
"400","""Mar 22""",50,"Karnataka Vikas Grameena Bank",6.36,4.939812,1.0176,0.402588,0.25,0.017075
"401","""April 22""",1,"State Bank Of India",1540.38,1390.96314,105.824106,43.592754,8.38,8.017984
"402","""April 22""",2,"Hdfc Bank Ltd",496.36,466.975488,26.356716,3.027796,3.29,3.131093
"403","""April 22""",3,"Bank Of Baroda",360.74,336.137532,23.484174,1.118294,1.98,1.959012
"404","""April 22""",4,"Union Bank Of India",346.76,316.76526,28.052884,1.976532,3.01,2.015496
"405","""April 22""",5,"Icici Bank",325.45,306.476265,15.068335,3.9054,3.06,1.950444
"406","""April 22""",6,"Paytm Payments Bank",316.18,302.046754,14.07001,0.063236,1.04,1.035632
"407","""April 22""",7,"Axis Bank Ltd",303.67,285.4498,15.942675,2.307892,1.39,1.071829
"408","""April 22""",8,"Punjab National Bank",261.09,243.048681,15.795945,2.245374,2.36,2.02252
"409","""April 22""",9,"Canara Bank",255.29,229.352536,20.729548,5.207916,4.63,3.72252
"410","""April 22""",10,"Kotak Mahindra Bank",232.63,213.32171,12.724861,6.583429,3.72,3.342792
"411","""April 22""",11,"Bank Of India",202.42,190.78085,10.606808,1.032342,1.57,1.115328
"412","""April 22""",12,"Indian Bank",138.63,127.608915,9.884319,1.122903,1.2,0.94368
"413","""April 22""",13,"Central Bank Of India",109.91,100.875398,6.506672,2.538921,2.05,1.216675
"414","""April 22""",14,"Federal Bank",84.01,78.986202,4.780169,0.243629,0.49,0.441343
"415","""April 22""",15,"Idbi Bank Limited",78.15,74.05494,3.446415,0.648645,0.66,0.442266
"416","""April 22""",16,"Airtel Payments Bank",77.26,67.502062,8.96216,0.726244,0.7,0.61768
"417","""April 22""",17,"Bank Of Maharashtra",71.17,66.515482,4.013988,0.64053,0.57,0.416442
"418","""April 22""",18,"Indian Overseas Bank",70.22,65.325666,3.960408,0.933926,0.8,0.60896
"419","""April 22""",19,"India Post Payment Bank",66.48,53.98176,11.43456,0.9972,0.6,0.40644
"420","""April 22""",20,"Yes Bank Ltd",61.17,57.261237,3.602913,0.30585,0.32,0
"421","""April 22""",21,"Uco Bank",61.14,57.123102,3.747882,0.27513,0.51,0.379083
"422","""April 22""",22,"Karnataka Bank",51.3,46.40085,3.96036,0.93879,0.58,0.212976
"423","""April 22""",23,"Indusind Bank",49.05,44.81208,4.105485,0.132435,0.29,0.272397
"424","""April 22""",24,"Idfc First Bank",33.01,30.408812,2.168757,0.432431,0.38,0.162184
"425","""April 22""",25,"Karur Vysya Bank",32.79,30.353703,2.387112,0.049185,0.18,0.16911
"426","""April 22""",26,"Fino Payments Bank",31.73,26.180423,4.06144,1.469099,0.38,0.300238
"427","""April 22""",27,"Bandhan Bank",24.1,20.57658,2.8197,0.68203,0.19,0.034048
"428","""April 22""",28,"South Indian Bank",22.87,21.230221,1.470541,0.169238,0.19,0.184528
"429","""April 22""",29,"Dbs Bank India Limited",19.33,18.278448,0.999361,0.052191,0.09,0.086877
"430","""April 22""",30,"City Union Bank",17.42,15.603094,1.674062,0.142844,0.14,0.114898
"431","""April 22""",31,"Equitas Small Finance Bank",16.93,14.285534,2.57336,0.059255,0.11,0.103807
"432","""April 22""",32,"Citibank",16.56,15.727032,0.73692,0.097704,0.07,0.066402
"433","""April 22""",33,"Standard Chartered",14.91,14.392623,0.43239,0.084987,0.1,0.09628
"434","""April 22""",34,"Ujjivan Small Finance Bank",14.48,13.165216,1.019392,0.295392,0.15,0.08346
"435","""April 22""",35,"Tamilnad Mercantile Bank",13.74,12.580344,1.110192,0.049464,0.08,0.045488
"436","""April 22""",36,"Andhra Pradesh Grameena Vikas Bank",13.57,10.43533,2.59187,0.531944,0.21,0.030933
"437","""April 22""",37,"Au Small Finance Bank",13.42,12.545016,0.849486,0.025498,0.09,2.7e-05
"438","""April 22""",38,"Punjab And Sind Bank",13.28,11.454,1.71312,0.102256,0.1,0.07471
"439","""April 22""",39,"Jammu And Kashmir Bank",13.27,11.413527,1.279228,0.577245,0.16,0.085152
"440","""April 22""",40,"Pragathi Krishna Gramin Bank",12.98,11.174482,1.46674,0.338778,0.21,0.118734
"441","""April 22""",41,"Maharashtra Gramin Bank",12.86,10.032086,2.10904,0.709872,0.22,0.03861
"442","""April 22""",42,"Saraswat Bank",11.82,11.201814,0.528354,0.089832,0.07,0.055482
"443","""April 22""",43,"Rajasthan Marudhara Gramin Bank",8.98,6.140524,2.02948,0.804608,0.22,0.02376
"444","""April 22""",44,"Andhra Pragathi Grameena Bank",8.73,5.928543,2.01663,0.777843,0.35,0.022855
"445","""April 22""",45,"Kerala Gramin Bank",8.23,7.223471,0.96291,0.039504,0.06,0.051042
"446","""April 22""",46,"Esaf Small Finance Bank Ltd.",7.96,6.911668,0.94724,0.094724,0.04,0.038704
"447","""April 22""",47,"Sarva Haryana Gramin Bank",7.33,6.262019,0.591531,0.47645,0.11,0.005599
"448","""April 22""",48,"Rbl Bank",6.96,6.155424,0.7308,0.073776,0.06,0.0435
"449","""April 22""",49,"Karnataka Vikas Grameena Bank",6.71,4.874815,1.41581,0.413336,0.17,0.020264
"450","""April 22""",50,"Baroda Rajasthan Kshetriya Gramin Bank",6.28,5.312252,0.70336,0.259992,0.05,0.03157
"451","""May 22""",1,"State Bank Of India",1644.91,1484.695766,120.242921,40.135804,6.99,6.463653
"452","""May 22""",2,"Hdfc Bank Ltd",532.02,501.16284,30.005928,0.851232,2.02,2.009092
"453","""May 22""",3,"Bank Of Baroda",387.88,359.603548,25.98796,2.288492,2.42,2.163722
"454","""May 22""",4,"Union Bank Of India",370.84,339.392768,30.22346,1.260856,1.82,1.395576
"455","""May 22""",5,"Icici Bank",342.09,324.540783,16.625574,0.923643,1.27,1.187069
"456","""May 22""",6,"Paytm Payments Bank",323.77,309.718382,13.986864,0.064754,0.87,0.865389
"457","""May 22""",7,"Axis Bank Ltd",316.26,302.091552,13.630806,0.537642,1.15,0.96669
"458","""May 22""",8,"Punjab National Bank",277.91,258.484091,17.50833,1.917579,1.58,1.450282
"459","""May 22""",9,"Canara Bank",266.56,236.651968,22.471008,7.46368,2.72,2.255696
"460","""May 22""",10,"Kotak Mahindra Bank",247.84,229.00416,13.779904,5.031152,2.45,2.290995
"461","""May 22""",11,"Bank Of India",215.62,203.804024,11.32005,0.495926,0.92,0.822204
"462","""May 22""",12,"Indian Bank",150.62,139.24819,10.181912,1.189898,0.84,0.651168
"463","""May 22""",13,"Central Bank Of India",115.32,105.437076,6.884604,2.99832,1.62,0.92097
"464","""May 22""",14,"Federal Bank",93.99,87.683271,5.686395,0.620334,0.44,0.396132
"465","""May 22""",15,"Airtel Payments Bank",87.23,74.948016,10.72929,1.526525,0.67,0.529635
"466","""May 22""",16,"Idbi Bank Limited",83.34,78.822972,4.12533,0.391698,0.37,0.341177
"467","""May 22""",17,"India Post Payment Bank",78.09,59.949693,17.02362,1.062024,0.47,0.334217
"468","""May 22""",18,"Indian Overseas Bank",76.31,71.586411,4.532814,0.190775,0.3,0.29718
"469","""May 22""",19,"Bank Of Maharashtra",75.56,70.928172,4.178468,0.45336,0.33,0.304359
"470","""May 22""",20,"Yes Bank Ltd",68.85,63.4797,5.10867,0.26163,0.09,0
"471","""May 22""",21,"Uco Bank",66.2,61.19528,4.23018,0.77454,0.48,0.319488
"472","""May 22""",22,"Karnataka Bank",55.32,48.034356,4.049424,3.23622,0.82,0.16687
"473","""May 22""",23,"Indusind Bank",52.03,47.446157,4.089558,0.494285,0.32,0.245696
"474","""May 22""",24,"Idfc First Bank",37.03,33.88245,2.325484,0.822066,0.33,0.120912
"475","""May 22""",25,"Karur Vysya Bank",35.28,32.35176,2.78712,0.14112,0.13,0.116207
"476","""May 22""",26,"Fino Payments Bank",34.39,28.99077,4.40192,0.980115,0.38,0.234004
"477","""May 22""",27,"Bandhan Bank",26.8,21.54988,4.4756,0.76916,0.16,0.096976
"478","""May 22""",28,"South Indian Bank",24.34,22.385498,1.331398,0.623104,0.18,0.16398
"479","""May 22""",29,"Equitas Small Finance Bank",18.85,15.798185,2.8652,0.182845,0.11,0.086812
"480","""May 22""",30,"City Union Bank",18.71,17.014874,1.521123,0.174003,0.08,0.073752
"481","""May 22""",31,"Citibank",17.12,16.222912,0.777248,0.11984,0.04,0.03992
"482","""May 22""",32,"Dbs Bank India Limited",16.12,15.352688,0.74958,0.017732,0.05,0.0476
"483","""May 22""",33,"Ujjivan Small Finance Bank",15.98,13.880228,1.195304,0.904468,0.25,0.08285
"484","""May 22""",34,"Standard Chartered",15.74,15.185952,0.484792,0.069256,0.08,0.078208
"485","""May 22""",35,"Jammu And Kashmir Bank",15.3,13.17024,1.46421,0.66555,0.17,0.097546
"486","""May 22""",36,"Tamilnad Mercantile Bank",14.92,13.530948,1.192108,0.196944,0.1,0.0311
"487","""May 22""",37,"Andhra Pradesh Grameena Vikas Bank",14.75,10.7085,2.49275,1.534,0.44,0
"488","""May 22""",38,"Au Small Finance Bank",14.66,13.603014,0.949968,0.107018,0.1,4e-05
"489","""May 22""",39,"Punjab And Sind Bank",14.58,12.957246,1.56006,0.052488,0.08,0.069512
"490","""May 22""",40,"Pragathi Krishna Gramin Bank",14.32,11.746696,1.66112,0.912184,0.26,0.11752
"491","""May 22""",41,"Maharashtra Gramin Bank",13.74,10.458888,2.55564,0.718602,0.11,0.022187
"492","""May 22""",42,"Saraswat Bank",12.28,11.615652,0.505936,0.15964,0.06,0.040404
"493","""May 22""",43,"Rajasthan Marudhara Gramin Bank",9.25,7.0263,1.30425,0.918525,0.27,0
"494","""May 22""",44,"Esaf Small Finance Bank Ltd.",9.11,7.468378,1.5487,0.0911,0.03,0.024621
"495","""May 22""",45,"Andhra Pragathi Grameena Bank",9.05,6.46351,1.7738,0.81088,0.29,0.017806
"496","""May 22""",46,"Kerala Gramin Bank",8.98,7.621326,1.05964,0.295442,0.1,0.0588
"497","""May 22""",47,"Sarva Haryana Gramin Bank",8.05,6.86987,0.657685,0.522445,0.09,0.015597
"498","""May 22""",48,"Rbl Bank",7.34,6.545812,0.608486,0.185702,0.04,0.030704
"499","""May 22""",49,"Baroda Rajasthan Kshetriya Gramin Bank",7.2,5.40072,0.56376,1.2312,0.26,0.047996
"500","""May 22""",50,"Karnataka Vikas Grameena Bank",6.45,5.27352,0.9804,0.191565,0.1,0.0127
"501","""Jun 22""",1,"State Bank Of India",1625.09,1429.754182,113.106264,82.229554,13.07,11.058527
"502","""Jun 22""",2,"Hdfc Bank Ltd",529.76,500.305344,29.030848,0.423808,1.91,1.889372
"503","""Jun 22""",3,"Bank Of Baroda",383.61,354.45564,24.627762,4.488237,3.9,3.25455
"504","""Jun 22""",4,"Union Bank Of India",368.31,335.419917,27.62325,5.230002,3.17,2.090298
"505","""Jun 22""",5,"Icici Bank",343.52,325.794368,16.111088,1.614544,1.19,1.102773
"506","""Jun 22""",6,"Axis Bank Ltd",309.01,292.756074,13.720044,2.502981,1.28,0.992256
"507","""Jun 22""",7,"Paytm Payments Bank",307.3,293.90172,13.2139,0.18438,0.97,0.951667
"508","""Jun 22""",8,"Punjab National Bank",274.44,255.448752,17.28972,1.701528,1.51,1.429215
"509","""Jun 22""",9,"Canara Bank",267.83,243.296772,22.738767,1.794461,1.33,1.224132
"510","""Jun 22""",10,"Kotak Mahindra Bank",251.49,235.89762,13.630758,1.961622,1.45,1.38823
"511","""Jun 22""",11,"Bank Of India",210.67,199.399155,10.765237,0.505608,0.92,0.868664
"512","""Jun 22""",12,"Indian Bank",151.58,141.484772,9.231222,0.864006,0.63,0.588105
"513","""Jun 22""",13,"Central Bank Of India",111.89,98.989083,6.388919,6.511998,2.74,1.25903
"514","""Jun 22""",14,"Federal Bank",96.37,89.787929,5.714741,0.86733,0.4,0.38676
"515","""Jun 22""",15,"Airtel Payments Bank",90.81,78.741351,10.44315,1.598256,1.03,0.810095
"516","""Jun 22""",16,"India Post Payment Bank",87.61,52.39078,27.07149,8.138969,1.78,0.649878
"517","""Jun 22""",17,"Idbi Bank Limited",81.74,77.661174,3.498472,0.580354,0.43,0.383087
"518","""Jun 22""",18,"Indian Overseas Bank",76.9,71.69387,4.33716,0.86897,0.6,0.55974
"519","""Jun 22""",19,"Bank Of Maharashtra",73.73,69.217724,3.774976,0.7373,0.38,0.328434
"520","""Jun 22""",20,"Yes Bank Ltd",73.71,67.606812,5.786235,0.316953,0.2,0
"521","""Jun 22""",21,"Uco Bank",65.98,61.447174,4.130348,0.402478,0.43,0.326843
"522","""Jun 22""",22,"Karnataka Bank",55.02,45.974712,3.82389,5.221398,1.24,0.17174
"523","""Jun 22""",23,"Indusind Bank",52.65,48.11157,4.196205,0.342225,0.24,0.2238
"524","""Jun 22""",24,"Fino Payments Bank",41.21,27.264536,12.48663,1.425866,0.43,0.288186
"525","""Jun 22""",25,"Idfc First Bank",38.9,35.58572,2.23675,1.08142,0.39,0.175461
